34,Male,African-American,864000.0,870686.0,0,0,F,Low,0
24,Male,African-American,0.0,93810.0,4,0,F,Low,0
41,Male,Caucasian,1555200.0,544206.0,14,0,F,Low,0
39,Female,Caucasian,259200.00000000003,255192.00000000003,0,0,M,Low,1
27,Male,Caucasian,86400.0,93351.0,0,0,F,Low,1
23,Male,African-American,345600.0,360595.0,3,0,M,Low,0
37,Female,Caucasian,86400.0,78256.0,0,0,M,Low,1
41,Male,African-American,86400.0,51822.0,0,0,F,Low,1
47,Female,Caucasian,14601600.0,1232222.0,1,0,F,Low,0
31,Male,African-American,259200.00000000003,269184.0,7,0,F,Low,0
25,Male,African-American,5356800.0,98956.0,3,0,F,High,1
31,Male,Caucasian,86400.0,91002.0,6,0,F,Low,0
31,Male,Caucasian,2678400.0,98399.0,5,0,F,Low,0
64,Male,African-American,86400.0,95934.0,13,0,F,Low,0
21,Male,African-American,86400.0,268724.0,1,0,F,High,0
27,Male,Caucasian,0.0,25033.0,0,0,M,Low,0
21,Female,Caucasian,86400.0,99672.0,0,0,F,Medium,1
43,Male,Caucasian,86400.0,106128.0,1,0,M,Low,1
27,Male,African-American,86400.0,1468872.0,8,0,F,Low,0
26,Male,African-American,691200.0,81916.0,5,0,F,Medium,0
33,Male,African-American,1814400.0,3265143.0,0,0,F,Medium,0
30,Male,Caucasian,86400.0,3819850.0000000005,9,0,F,High,0
32,Male,African-American,172800.0,92993.0,4,0,F,Low,0
55,Male,Caucasian,172800.0,186742.0,0,0,F,Low,1
33,Female,Caucasian,950400.0000000001,963428.0000000001,4,0,M,Low,0
24,Male,Caucasian,259200.00000000003,97338.0,1,0,M,Low,0
34,Male,African-American,15379200.000000002,2877216.0,21,2,F,Medium,0
29,Male,Caucasian,0.0,-21268.0,0,0,M,Low,1
21,Female,African-American,86400.0,6890032.0,2,0,F,High,1
51,Male,African-American,86400.0,98241.0,2,0,M,Low,1
29,Male,Caucasian,86400.0,61300.00000000001,2,0,M,Low,0
51,Female,African-American,691200.0,144341.0,7,0,F,Low,1
29,Male,African-American,2419200.0,16903.0,0,0,F,Low,0
25,Male,Caucasian,777600.0,601787.0,9,0,M,High,0
35,Male,African-American,86400.0,78148.0,13,1,F,Low,0
49,Male,Caucasian,0.0,13711.0,0,0,M,Low,1
29,Male,African-American,0.0,13908.0,0,0,F,Low,1
29,Male,Caucasian,0.0,8666.0,1,0,F,Low,0
31,Male,African-American,11750400.0,11748053.0,15,0,F,Medium,1
24,Male,African-American,172800.0,161803.0,2,0,F,Low,0
49,Male,African-American,86400.0,78040.0,4,0,M,Low,1
53,Male,Caucasian,1123200.0,1128625.0,8,0,F,Low,1
35,Male,African-American,86400.0,84002.0,5,0,F,Low,1
27,Male,African-American,432000.0,99635.0,15,1,F,High,0
38,Male,Caucasian,172800.0,169585.0,4,0,M,Low,0
22,Male,African-American,86400.0,89707.0,1,0,F,Medium,0
29,Male,African-American,8467200.0,1638160.0,4,0,F,Medium,0
27,Male,African-American,86400.0,2602045.0,6,0,F,Low,0
56,Female,African-American,259200.00000000003,276454.0,0,0,M,Low,1
39,Male,African-American,432000.0,423424.0,1,0,M,Low,1
29,Male,African-American,86400.0,97615.0,5,0,F,Low,0
27,Male,Caucasian,5011200.0,1231256.0,1,0,F,Low,0
40,Male,African-American,259200.00000000003,275469.0,2,0,F,Low,1
22,Male,African-American,1814400.0,1454219.0,1,0,M,Low,0
22,Male,Caucasian,1814400.0,5004482.0,0,0,F,Medium,1
26,Female,African-American,5011200.0,173165.0,1,0,F,Low,0
32,Male,African-American,86400.0,99311.0,0,0,F,Low,1
41,Male,African-American,172800.0,144609.0,1,0,M,Low,1
30,Male,African-American,86400.0,106349.0,8,0,M,High,0
25,Male,African-American,1641600.0,617114.0,14,1,F,High,0
22,Male,African-American,2592000.0,2599185.0,2,1,F,High,0
35,Female,African-American,86400.0,73018.0,1,0,M,Low,1
36,Male,African-American,345600.0,316942.0,9,0,F,Medium,0
26,Male,Caucasian,864000.0,9344.0,7,0,F,Low,0
25,Male,Caucasian,172800.0,86169.0,9,0,F,High,0
20,Female,Caucasian,86400.0,51307.0,0,0,F,High,1
39,Male,Caucasian,1900800.0000000002,-19024.0,2,0,F,Low,0
54,Female,Caucasian,0.0,24540.0,0,0,M,Low,1
19,Male,African-American,518400.00000000006,786193.0,1,0,M,Medium,0
30,Male,African-American,86400.0,80631.0,1,0,F,Low,1
39,Female,Caucasian,172800.0,145823.0,0,0,F,Low,0
24,Male,Caucasian,1036800.0000000001,1053162.0,8,0,F,Medium,0
30,Male,Caucasian,2332800.0,515901.00000000006,0,0,F,Low,1
31,Male,Caucasian,3369600.0,3367076.0,0,0,M,Low,1
39,Female,Caucasian,432000.0,9233297.0,1,0,F,Low,1
